08/12/2020;19;Boeing;False;737NG 85P/W;1
08/12/2020;19;Boeing;False;737NG 8K2/W;1
08/12/2020;19;Boeing;False;777 306ER;1
08/12/2020;19;Boeing;False;777 381ER;1
08/12/2020;19;Boeing;False;787 8;1
08/12/2020;19;Boeing;False;Boeing 777-36N(ER);1
08/12/2020;19;Boeing Company;False;BOEING 737-8K5;1
08/12/2020;19;Boeing Company;False;BOEING 777-336ER;1
08/12/2020;19;Boeing Company;False;BOEING 777-36NER;1
08/12/2020;19;Bombardier;Air Nostrum;CRJ-1000;1031
08/12/2020;19;Cessna;Cheqair;510 Citation Mustang;1
08/12/2020;19;Cessna;False;Citation Mustang;1
08/12/2020;19;Cessna;False;Citation XLS;1
08/12/2020;19;Dassault;Spanish Air Force;Dassault Falcon 900;1
08/12/2020;19;Dassault Aviation;Executive Jet Charter;FALCON 7X 7x;1
08/12/2020;19;Embraer;False;EMB-195 LR;177
08/12/2020;19;Embraer;False;ERJ 190-200 LR;165
08/12/2020;19;Embraer;Swiftair;EMB-120 ER/F;1
08/12/2020;19;Empresa Brasileira De Aeronautica Sa;False;EMB-145EP;1
08/12/2020;19;False;False;False;370505
08/12/2020;19;General Dynamics;Royal Netherlands Air Force;F-16AM Fighting Falcon;1
08/12/2020;19;Grob;Force Aerienne Francaise;G-120;857
08/12/2020;19;Reims/cessna;False;F172M;1
08/12/2020;19;Saab-fairchild;False;340 A;1
08/12/2020;2;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
08/12/2020;2;Boeing;Ethiopian Airlines;787-9 Dreamliner;1
08/12/2020;2;Boeing;False;777 306ER;1
08/12/2020;2;Boeing;False;777 FFX;1
08/12/2020;2;Boeing;False;Boeing 737 408SF;1
08/12/2020;2;Boeing;Swiftair;737 4Y0SF;629
08/12/2020;2;Boeing;Swiftair;Boeing 737 4Q8SF;1
08/12/2020;2;Boeing;Titan Airways;737-436(SF);1
08/12/2020;2;Boeing Commercial Airplane Group;False;737-400;1
08/12/2020;2;Boeing Company;Dhl Air;BOEING 757-236;1
08/12/2020;2;False;False;False;117371
08/12/2020;2;Ilyushin;Silk Way Airlines;Ilyushin IL-76 TD-90SW;1
08/12/2020;2;Saab-scania Ab;False;SAAB-SCANIA SF340B;1
08/12/2020;20;Airbus;Air Arabia Maroc;A320 214SL;1
08/12/2020;20;Airbus;Easyjet;A320-214;1
08/12/2020;20;Airbus;False;A319 111;1
08/12/2020;20;Airbus;False;A319 112;1
08/12/2020;20;Airbus;False;A320 216;1
08/12/2020;20;Airbus;False;A320 232SL;377
08/12/2020;20;Airbus;Volotea - S.a. - Spain;A319-111;1
08/12/2020;20;Airbus;Vueling Airlines;False;1
08/12/2020;20;Airbus Industrie;Vueling Airlines;A319-111;1
08/12/2020;20;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
08/12/2020;20;Boeing;Dhl Air Limited - United Kingdom;757-223 (PCF)(W);1
08/12/2020;20;Boeing;Ethiopian Airlines;787 8;2
08/12/2020;20;Boeing;Ethiopian Airlines;Boeing 777-36N(ER);1
08/12/2020;20;Boeing;Ethiopian Airlines Enterprise - Ethiopia;787-9 Dreamliner;1
08/12/2020;20;Boeing;False;737NG 85P/W;1
08/12/2020;20;Boeing;False;737NG 8K2/W;1351
08/12/2020;20;Boeing;False;777 306ER;1
08/12/2020;20;Boeing;False;787 8;1
08/12/2020;20;Boeing;False;Boeing 737 408SF;1
08/12/2020;20;Boeing;False;Boeing 737NG 86Q/W;1
08/12/2020;20;Boeing;False;Boeing 737NG 8K2/W;103
08/12/2020;20;Boeing Company;European Air Transport Leipzig Gmbh - Germany;Boeing 757-223;1
08/12/2020;20;Boeing Company;False;BOEING 737-8K5;1
08/12/2020;20;Boeing Company;False;BOEING 777-336ER;1
08/12/2020;20;Bombardier;Air Nostrum;CRJ-1000;1
08/12/2020;20;Cessna;False;Citation XLS;1
08/12/2020;20;Dassault Aviation;Executive Jet Charter;FALCON 7X 7x;1
08/12/2020;20;Embraer;False;EMB-195 LR;179
08/12/2020;20;Embraer;False;Embraer EMB-190 STD;1
08/12/2020;20;False;False;False;295700
08/12/2020;20;False;Klm;Boeing 787-9;1
08/12/2020;20;False;Volotea;False;1
08/12/2020;20;General Dynamics;Royal Netherlands Air Force;F-16AM Fighting Falcon;1
08/12/2020;20;Raytheon Aircraft Company;False;BEECH B200 Super Kingair;1
08/12/2020;20;Reims Aviation Sa;False;REIMS CESSNA F406 Caravan Ii;1
08/12/2020;20;Swearingen;Flightline;Swearingen Metro III;1
08/12/2020;21;Airbus;False;A320 232SL;1
08/12/2020;21;Airbus;Volotea - S.a. - Spain;A319-111;1
08/12/2020;21;Airbus Industrie;British Airways;A350-1041;1
08/12/2020;21;Atr;Swiftair;42-300(F);1
08/12/2020;21;Avions De Transport Regional;False;ATR 72 500;1
08/12/2020;21;Avions De Transport Regional;Swiftair;ATR 72 212F;1
08/12/2020;21;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
08/12/2020;21;Boeing;Dhl Air Limited - United Kingdom;757-223 (PCF)(W);1
08/12/2020;21;Boeing;Ethiopian Airlines;787 8;1
08/12/2020;21;Boeing;Ethiopian Airlines;Boeing 777-36N(ER);1
08/12/2020;21;Boeing;Ethiopian Airlines Enterprise - Ethiopia;787-9 Dreamliner;1
08/12/2020;21;Boeing;Etihad Airways;Boeing 777 FFX;1
08/12/2020;21;Boeing;False;737NG 85P/W;1
08/12/2020;21;Boeing;False;737NG 8K2/W;281
08/12/2020;21;Boeing;False;787 8;1
08/12/2020;21;Boeing;False;Boeing 737NG 8K2/W;1
08/12/2020;21;Boeing;False;Boeing 787 8;1
08/12/2020;21;Boeing Commercial Airplane Group;False;737-400;1
08/12/2020;21;Boeing Company;British Airways;BOEING 777-36NER;1
08/12/2020;21;Boeing Company;Dhl Air;BOEING 757-236;873
08/12/2020;21;Boeing Company;European Air Transport Leipzig Gmbh - Germany;Boeing 757-223;1
08/12/2020;21;Boeing Company;False;BOEING 777-336ER;1
08/12/2020;21;Bombardier;Air Nostrum;CRJ-1000;1
08/12/2020;21;False;False;False;265041
08/12/2020;21;False;Klm;Boeing 787-9;1
08/12/2020;21;False;Volotea;False;1
08/12/2020;21;Raytheon Aircraft Company;False;BEECH B200 Super Kingair;1
08/12/2020;21;Reims Aviation Sa;False;REIMS CESSNA F406 Caravan Ii;1
08/12/2020;21;Swearingen;False;Metro III;1
08/12/2020;21;Swearingen;Flightline;Swearingen Metro III;1
08/12/2020;22;Airbus;False;A319 112;1
08/12/2020;22;Airbus;False;A330 203;1
08/12/2020;22;Airbus Industrie;British Airways;A350-1041;1
08/12/2020;22;Antonov;Ukraine Air Alliance;An-12 BP;1
08/12/2020;22;Atr;Swiftair;42-300(F);1
08/12/2020;22;Avions De Transport Regional;False;ATR 72 500;1
08/12/2020;22;Avions De Transport Regional;Swiftair;ATR 72 202F;1
08/12/2020;22;Avions De Transport Regional;Swiftair;ATR 72 212F;1
08/12/2020;22;Boeing;Asl Airlines Belgium;737-490(SF);1
08/12/2020;22;Boeing;Asl Airlines Belgium - Belgium;747-409F;1
08/12/2020;22;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
08/12/2020;22;Boeing;Ethiopian Airlines;777 F6N;1
08/12/2020;22;Boeing;Ethiopian Airlines;Boeing 777-36N(ER);1
08/12/2020;22;Boeing;False;Boeing 737 408SF;1
08/12/2020;22;Boeing;False;Boeing 737 4S3SF;1
08/12/2020;22;Boeing;False;Boeing 747 8HVF;1
08/12/2020;22;Boeing;False;Boeing 787 8;1
08/12/2020;22;Boeing Commercial Airplane Group;False;737-400;823
08/12/2020;22;Boeing Company;British Airways;BOEING 777-36NER;1
08/12/2020;22;False;False;False;257615
08/12/2020;22;Raytheon Aircraft Company;False;400 XP;1
08/12/2020;22;Reims Aviation Sa;False;REIMS CESSNA F406 Caravan Ii;1
08/12/2020;22;Swearingen;False;Metro III;1
08/12/2020;23;Airbus;False;A319 112;1
08/12/2020;23;Airbus;False;A330 203;4792
08/12/2020;23;Antonov;Ukraine Air Alliance;An-12 BP;1
08/12/2020;23;Avions De Transport Regional;False;ATR 72 500;1
08/12/2020;23;Avions De Transport Regional;Swiftair;ATR 72 202F;1
08/12/2020;23;Boeing;Asl Airlines Belgium;737-490(SF);1
08/12/2020;23;Boeing;False;Boeing 737 408SF;1
08/12/2020;23;Boeing;False;Boeing 737 4S3SF;1
08/12/2020;23;Boeing;False;Boeing 747 8HVF;1
08/12/2020;23;Boeing Commercial Airplane Group;False;737-400;1243
08/12/2020;23;Boeing Company;European Air Transport Leipzig Gmbh - Germany;Boeing 757-223;1
08/12/2020;23;False;False;False;195142
08/12/2020;23;Reims Aviation Sa;False;REIMS CESSNA F406 Caravan Ii;1
08/12/2020;3;Airbus;False;A330 203;6986
08/12/2020;3;Atr;Swiftair;42-300(F);1
08/12/2020;3;Avions De Transport Regional;False;ATR 72 500;1
08/12/2020;3;Avions De Transport Regional;Swiftair;ATR 72 202F;1
08/12/2020;3;Avions De Transport Regional;Swiftair;ATR 72 212F;1
08/12/2020;3;Boeing;Asl Airlines Belgium;737-490(SF);1
08/12/2020;3;Boeing;Ethiopian Airlines;787 8;1
08/12/2020;3;Boeing;Ethiopian Airlines;787-9 Dreamliner;1
08/12/2020;3;Boeing;False;777 306ER;1
08/12/2020;3;Boeing;False;777 FFX;1
08/12/2020;3;Boeing;False;Boeing 737 408SF;1
08/12/2020;3;Boeing;False;Boeing 787-9;1
08/12/2020;3;Boeing;Nordwind Airlines;777 35EER;1
08/12/2020;3;Boeing;Swiftair;737 476SF;1
08/12/2020;3;Boeing;Swiftair;737 4Y0SF;531
08/12/2020;3;Boeing Commercial Airplane Group;False;737-400;1020
08/12/2020;3;Boeing Company;Dhl Air;BOEING 757-236;1
08/12/2020;3;Boeing Company;European Air Transport Leipzig Gmbh - Germany;Boeing 757-223;246
08/12/2020;3;False;All Nippon Airways;Boeing 777-300(ER);1
08/12/2020;3;False;False;False;271869
08/12/2020;3;Ilyushin;Silk Way Airlines;Ilyushin IL-76 TD-90SW;1
08/12/2020;4;Airbus;False;A321 231SL;1
08/12/2020;4;Airbus;False;A330 203;7473
08/12/2020;4;Airbus Sas;Titan Airways;AIRBUS A318-112;1
08/12/2020;4;Atr;Swiftair;42-300(F);1
08/12/2020;4;Avions De Transport Regional;False;ATR 72 500;1
08/12/2020;4;Avions De Transport Regional;Swiftair;ATR 72 202F;1
08/12/2020;4;Avions De Transport Regional;Swiftair;ATR 72 212F;1
08/12/2020;4;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
08/12/2020;4;Boeing;Dhl Air Limited - United Kingdom;757-223 (PCF)(W);1
08/12/2020;4;Boeing;Ethiopian Airlines;787 8;12
08/12/2020;4;Boeing;Ethiopian Airlines;Boeing 777-36N(ER);1
08/12/2020;4;Boeing;Ethiopian Airlines Enterprise - Ethiopia;787-9 Dreamliner;1
08/12/2020;4;Boeing;False;777 306ER;1
08/12/2020;4;Boeing;False;787 9;1
08/12/2020;4;Boeing;False;Boeing 737 4S3SF;1
08/12/2020;4;Boeing;False;Boeing 787-9;1
08/12/2020;4;Boeing;Nordwind Airlines;777 35EER;1
08/12/2020;4;Boeing;Swiftair;737 476SF;1
08/12/2020;4;Boeing;Titan Airways;737-436(SF);1
08/12/2020;4;Boeing Commercial Airplane Group;False;737-400;313
08/12/2020;4;Boeing Company;Dhl Air;BOEING 757-236;1
08/12/2020;4;Boeing Company;European Air Transport Leipzig Gmbh - Germany;Boeing 757-223;1
08/12/2020;4;Bombardier;False;Learjet 40;1
08/12/2020;4;False;All Nippon Airways;Boeing 777-300(ER);1
08/12/2020;4;False;False;False;262815
08/12/2020;4;Swearingen;Flightline;Swearingen Metro III;1
08/12/2020;5;Airbus;False;A330 203;1
08/12/2020;5;Airbus Sas;Titan Airways;AIRBUS A318-112;1
08/12/2020;5;Atr;Swiftair;42-300(F);1
08/12/2020;5;Avions De Transport Regional;False;ATR 72 500;1
08/12/2020;5;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
08/12/2020;5;Boeing;Dhl Air Limited - United Kingdom;757-223 (PCF)(W);1
08/12/2020;5;Boeing;Ethiopian Airlines;787 8;1
08/12/2020;5;Boeing;Ethiopian Airlines;Boeing 777-36N(ER);1
08/12/2020;5;Boeing;Ethiopian Airlines Enterprise - Ethiopia;787-9 Dreamliner;1
08/12/2020;5;Boeing;False;737 33VQC;1
08/12/2020;5;Boeing;False;737NG 8K2/W;1
08/12/2020;5;Boeing;False;787 8;1
08/12/2020;5;Boeing;False;787 9;1
08/12/2020;5;Boeing;False;Boeing 787 8;1
08/12/2020;5;Boeing;False;Boeing 787-9;1
08/12/2020;5;Boeing;Titan Airways;737-436(SF);1
08/12/2020;5;Boeing Commercial Airplane Group;False;737-400;1
08/12/2020;5;Boeing Company;British Airways;BOEING 777-36NER;1
08/12/2020;5;Boeing Company;European Air Transport Leipzig Gmbh - Germany;Boeing 757-223;1
08/12/2020;5;Boeing Company;False;BOEING 777-236;425
08/12/2020;5;Cessna;False;Cessna Citation CJ2;1
08/12/2020;5;Embraer;False;EMB-190 LR;1
08/12/2020;5;False;False;False;222975
08/12/2020;5;Swearingen;Flightline;Swearingen Metro III;1
08/12/2020;6;Airbus;Easyjet;320-214;1
08/12/2020;6;Airbus;False;A319 112;1
08/12/2020;6;Airbus;False;A320 216;1
08/12/2020;6;Airbus;False;A320 216SL;1
08/12/2020;6;Airbus;False;A320 232SL;1
08/12/2020;6;Airbus;False;A330 203;1390
08/12/2020;6;Airbus;False;Airbus A320 214;1
08/12/2020;6;Airbus Industrie; Wizz Air Uk;False;1
08/12/2020;6;Airbus Industries;Air Belgium;A340-313;1
08/12/2020;6;Airbus Sas;Titan Airways;AIRBUS A318-112;1
08/12/2020;6;Boeing;False;737 33VQC;1
08/12/2020;6;Boeing;False;737NG 8K2/W;1048
08/12/2020;6;Boeing;False;777 206ER;1
08/12/2020;6;Boeing;False;777 31HER;1
08/12/2020;6;Boeing;False;Boeing 737NG 8K2/W;1
08/12/2020;6;Boeing;False;Boeing 787 8;1
08/12/2020;6;Boeing;Swiftair;737 4Y0SF;547
08/12/2020;6;Boeing;Titan Airways;737-436(SF);1
08/12/2020;6;Boeing Company;European Air Transport Leipzig Gmbh - Germany;Boeing 757-223;1
08/12/2020;6;Boeing Company;False;BOEING 777-236;1
08/12/2020;6;Cessna;False;Cessna Citation CJ2;1
08/12/2020;6;Embraer;False;EMB-190 LR;1
08/12/2020;6;Embraer;False;EMB-195 LR;1
08/12/2020;6;Embraer;Klm Cityhopper;ERJ-175STD;62
08/12/2020;6;Embraer S.a.;Klm Cityhopper;Embraer ERJ-175STD;1
08/12/2020;6;False;Ace Belgium Freighters;Boeing 747-412(BCF);1
08/12/2020;6;False;False;False;378127
08/12/2020;6;Saab-fairchild;False;340 A;1
08/12/2020;6;Swearingen;Flightline;Swearingen Metro III;1
08/12/2020;7;Aerospatiale;False;Squirrel AS.350 B;1
08/12/2020;7;Airbus;Air Arabia Maroc;A320 214SL;1
08/12/2020;7;Airbus;False;A320 214;1
08/12/2020;7;Airbus;False;A320 216;1
08/12/2020;7;Airbus;False;A320 232SL;1
08/12/2020;7;Airbus;False;A330 203;1
08/12/2020;7;Airbus;False;A330 302;1
08/12/2020;7;Airbus;False;Airbus A320 214SL;1
08/12/2020;7;Airbus Industrie; Wizz Air Uk;False;1
08/12/2020;7;Airbus Industrie;British Airways;A320-251N;519
08/12/2020;7;Airbus Industrie;False;AIRBUS A319-131;129
08/12/2020;7;Airbus Industries;Air Belgium;A340-313;1
08/12/2020;7;Airbus Sas;False;AIRBUS A319-111;1
08/12/2020;7;Airbus Sas;Titan Airways;AIRBUS A318-112;1
08/12/2020;7;Beech;Dassault Aviation;King Air E90;1
08/12/2020;7;Boeing;Ace Belgium Freighters;Boeing 747-4EVERF;1
08/12/2020;7;Boeing;Aeroflot Russian Airlines; Boeing 777-3M0(ER);1
08/12/2020;7;Boeing;False;737 33VQC;1
08/12/2020;7;Boeing;False;737NG 7K2/W;1
08/12/2020;7;Boeing;False;737NG 8K2/W;184
08/12/2020;7;Boeing;False;777 206ER;1
08/12/2020;7;Boeing;False;777 31HER;1
08/12/2020;7;Boeing;False;Boeing 737NG 8K2/W;1
08/12/2020;7;Boeing;False;Boeing 777 306ER;1
08/12/2020;7;Boeing;Swiftair;737 476SF;1
08/12/2020;7;Boeing;Swiftair;737 4Y0SF;1
08/12/2020;7;Boeing;Swiftair;Boeing 737 4Q8SF;1
08/12/2020;7;Boeing Company;European Air Transport Leipzig Gmbh - Germany;Boeing 757-223;1
08/12/2020;7;Bombardier;Air Nostrum;CRJ-1000;840
08/12/2020;7;Cessna;False;Cessna Citation CJ2;1
08/12/2020;7;Cessna Aircraft Company;False;CESSNA 525A Citationjet Cj2;1
08/12/2020;7;Daher-socata;False;TBM 850;1
08/12/2020;7;Diamond Aircraft Industries Gmbh;False;DA 40 D;1
08/12/2020;7;Diamond Aircraft Industries Gmbh;False;DA 40 D Diamond Star;1
08/12/2020;7;Embraer;False;EMB-170 ST;1
08/12/2020;7;Embraer;False;EMB-190 LR;1
08/12/2020;7;Embraer;False;EMB-190 STD;1
08/12/2020;7;Embraer;False;EMB-195 LR;1
08/12/2020;7;Embraer;False;ERJ 190-200 LR;1
08/12/2020;7;Embraer;Klm Cityhopper;ERJ-175STD;1
08/12/2020;7;Empresa Brasileira De Aeronautica Sa;False;ERJ 170-100 STD Embraer 170;1
08/12/2020;7;Eurocopter;False;Squirrel AS.350 B3;101
08/12/2020;7;False;Ace Belgium Freighters;Boeing 747-412(BCF);1
08/12/2020;7;False;False;False;382702
08/12/2020;7;False;Virgin Atlantic Airways;Airbus A350-1041;1
08/12/2020;7;Saab-fairchild;False;340 A;1
08/12/2020;7;Textron Aviation;False;Citation M2;1
08/12/2020;7;Ultramagic;False;S-105 Hot Air Balloon;1
08/12/2020;8;Aero Vodochody;False;L-39 C;1
08/12/2020;8;Aerospatiale;False;Squirrel AS.350 B;1
08/12/2020;8;Agusta-bell;False;AB.206B Jet Ranger II;1
08/12/2020;8;Airbus;Air Arabia Maroc;A320 214SL;1
08/12/2020;8;Airbus;British Airways;350-1041;1
08/12/2020;8;Airbus;False;A319 112;1
08/12/2020;8;Airbus;False;A320 214;1
08/12/2020;8;Airbus;False;A320 216;1
08/12/2020;8;Airbus;False;A320 232SL;1
08/12/2020;8;Airbus;False;A330 203;1
08/12/2020;8;Airbus;False;A330 302;1
08/12/2020;8;Airbus;False;Airbus A320 232SL;1
08/12/2020;8;Airbus Industrie;British Airways;A320-251N;619
08/12/2020;8;Airbus Industrie;False;AIRBUS A319-131;1028
08/12/2020;8;Airbus Sas;False;AIRBUS A320-214;1
08/12/2020;8;Beech;Dassault Aviation;King Air E90;1
08/12/2020;8;Beech;False;Baron 58;69
08/12/2020;8;Boeing;Aeroflot Russian Airlines; Boeing 777-3M0(ER);1
08/12/2020;8;Boeing;False;737NG 85P/W;1
08/12/2020;8;Boeing;False;737NG 8K2/W;5
08/12/2020;8;Boeing;False;767 35DER;1
08/12/2020;8;Boeing;False;777 206ER;1
08/12/2020;8;Boeing;False;787 9;1
08/12/2020;8;Boeing;False;Boeing 737 4S3SF;1
08/12/2020;8;Boeing;False;Boeing 777 306ER;1
08/12/2020;8;Boeing Company;False;BOEING 787-8 Dreamliner;1
08/12/2020;8;Bombardier;Air Nostrum;CRJ-1000;1698
08/12/2020;8;Cessna;False;210N Centurion;1
08/12/2020;8;Cessna;False;Citation XLS;1
08/12/2020;8;Cessna Aircraft Company;False;CESSNA 525A Citationjet Cj2;1
08/12/2020;8;Daher-socata;False;TBM 850;1
08/12/2020;8;Diamond Aircraft;False;Twin Star DA42;653
08/12/2020;8;Diamond Aircraft Industries Gmbh;False;DA 40 D;1
08/12/2020;8;Diamond Aircraft Industries Gmbh;False;DA 40 D Diamond Star;1
08/12/2020;8;Embraer;False;EMB-170 ST;1
08/12/2020;8;Embraer;False;EMB-190 LR;100
08/12/2020;8;Embraer;False;EMB-190 STD;100
08/12/2020;8;Embraer;False;EMB-195 LR;1
08/12/2020;8;Embraer;Klm Cityhopper;EMB-190 STD;1
08/12/2020;8;Embraer;Klm Cityhopper;ERJ-175STD;1
08/12/2020;8;Embraer S.a.;Klm Cityhopper;Embraer ERJ-175STD;1
08/12/2020;8;Empresa Brasileira De Aeronautica Sa;False;ERJ 170-100 STD Embraer 170;1
08/12/2020;8;Eurocopter;False;EC120B Colibri;51
08/12/2020;8;Eurocopter;False;Squirrel AS.350 B3;95
08/12/2020;8;False;British Airways;False;1
08/12/2020;8;False;False;False;433621
08/12/2020;8;Grob;Force Aerienne Francaise;G-120;1610
08/12/2020;8;Ilyushin;False;IL-76 TD;1
08/12/2020;8;Ilyushin;False;Il-76MD;1
08/12/2020;8;Piper;False;PA-28 180 Cherokee;1
08/12/2020;8;Reims/cessna;False;F177RG Cardinal RG;1
08/12/2020;8;Saab-fairchild;False;340 A;1
08/12/2020;8;Socata;False;TB10 Tobago;1
08/12/2020;8;Textron Aviation;Netjets Europe;Citation Latitude;1
08/12/2020;9;Aero Vodochody;False;L-39 C;1
08/12/2020;9;Aerospatiale;False;Squirrel AS.350 B;1
08/12/2020;9;Agusta-bell;False;AB.206B Jet Ranger II;1
08/12/2020;9;Airbus;Air Arabia Maroc;A320 214SL;1
08/12/2020;9;Airbus;British Airways;A350-1041;1
08/12/2020;9;Airbus;False;A319 112;1529
08/12/2020;9;Airbus;False;A320 214;1
08/12/2020;9;Airbus;False;A320 216;1
08/12/2020;9;Airbus;False;A320 232SL;1
08/12/2020;9;Airbus;False;A330 203;1
08/12/2020;9;Airbus Industrie;British Airways;A320-251N;1
08/12/2020;9;Airbus Industrie;False;AIRBUS A319-131;1
08/12/2020;9;Airbus Sas;False;AIRBUS A319-111;1
08/12/2020;9;Airbus Sas;False;AIRBUS A320-214;1
08/12/2020;9;Beech;Enac Ecole Aviation Civile;Baron 58;1
08/12/2020;9;Beech;False;Baron 58;4533
08/12/2020;9;Beech;False;Beech King Air B100;1
08/12/2020;9;Boeing;China Cargo Airlines;777 F6N;1
08/12/2020;9;Boeing;False;737NG 7K2/W;1
08/12/2020;9;Boeing;False;737NG 8K2/W;545
08/12/2020;9;Boeing;False;747 236BF;1
08/12/2020;9;Boeing;False;767 35DER;1
08/12/2020;9;Boeing;False;777 206ER;411
08/12/2020;9;Boeing;False;777 306ER;1
08/12/2020;9;Boeing;False;777 31HER;1
08/12/2020;9;Boeing;False;777 F1H;1
08/12/2020;9;Boeing;False;777 FFX;1
08/12/2020;9;Boeing;False;787 9;657
08/12/2020;9;Boeing;False;Boeing 737 4S3SF;1
08/12/2020;9;Boeing;False;Boeing 777 306ER;1
08/12/2020;9;Boeing;False;Boeing 787-9;1
08/12/2020;9;Boeing;Swiftair;737 4Y0SF;1
08/12/2020;9;Boeing;Titan Airways;737-436(SF);1
08/12/2020;9;Boeing Company;European Air Transport Leipzig Gmbh - Germany;Boeing 757-223;1
08/12/2020;9;Boeing Company;False;BOEING 787-9 Dreamliner;1
08/12/2020;9;Bombardier;Air Nostrum;CRJ-1000;495
08/12/2020;9;Cessna;False;172R Skyhawk;669
08/12/2020;9;Cessna;False;210N Centurion;1
08/12/2020;9;Cessna Aircraft Company;False;CESSNA 525A Citationjet Cj2;1
08/12/2020;9;Cirrus Design;False;SR20;1
08/12/2020;9;Dassault;False;Dassault Falcon 2000;1
08/12/2020;9;Dassault;Masterjet;Falcon 2000;1
08/12/2020;9;Diamond;False;DA42 Twin Star;1
08/12/2020;9;Diamond Aircraft;False;Twin Star DA42;149
08/12/2020;9;Diamond Aircraft Industries Gmbh;False;DA 40 D;1
08/12/2020;9;Dornier;False;Do 228 212;1
08/12/2020;9;Embraer;False;EMB-170 ST;164
08/12/2020;9;Embraer;False;EMB-190 LR;1
08/12/2020;9;Embraer;False;EMB-190 STD;31
08/12/2020;9;Embraer;False;EMB-195 LR;1
08/12/2020;9;Embraer;False;ERJ 190-200 LR;1
08/12/2020;9;Embraer;Klm Cityhopper;EMB-190 STD;1
08/12/2020;9;Embraer;Klm Cityhopper;ERJ-175STD;1317
08/12/2020;9;Embraer;Klm Cityhopper;ERJ-190STD;1
08/12/2020;9;Embraer S.a.;Klm Cityhopper;Embraer ERJ-175STD;1
08/12/2020;9;Empresa Brasileira De Aeronautica Sa;False;ERJ 170-100 STD Embraer 170;1
08/12/2020;9;Eurocopter;False;EC120B Colibri;1
08/12/2020;9;Eurocopter;False;Squirrel AS.350 B3;1
08/12/2020;9;False;British Airways;False;1
08/12/2020;9;False;False;False;623201
08/12/2020;9;Grob;Force Aerienne Francaise;G-120;6177
08/12/2020;9;Ilyushin;False;IL-76 TD;1
08/12/2020;9;Ilyushin;False;Il-76MD;1
08/12/2020;9;Pilatus;False;PC-6 B2-H2;1
08/12/2020;9;Piper;False;PA-28 180 Cherokee;1
08/12/2020;9;Piper;False;PA-28 181 Archer III;1
08/12/2020;9;Reims/cessna;False;F152;1
08/12/2020;9;Reims/cessna;False;FR172J Rocket;1
08/12/2020;9;Robin;False;DR.400 120 Dauphin 2+2;1
08/12/2020;9;Robin;False;DR.400 140B Dauphin 4;1
08/12/2020;9;Robin;False;DR.400 160 Chevalier;1
08/12/2020;9;Short Brothers & Harland Ltd.;False;SC-7 Skyvan S3;1
08/12/2020;9;Socata;False;TB20 Trinidad;1115
08/12/2020;9;Tecnam;False;P.2002 Sierra;1
08/12/2020;9;Tecnam;False;P.2006T;1
08/12/2020;9;Textron Aviation;Netjets Europe;Citation Latitude;1
09/12/2020;0;Airbus;False;A330 203;1
09/12/2020;0;Airbus;False;A340 212;1
09/12/2020;0;Antonov;Ukraine Air Alliance;An-12 BP;1
09/12/2020;0;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
09/12/2020;0;Boeing;Dhl Air Limited - United Kingdom;757-223 (PCF)(W);1
09/12/2020;0;Boeing;False;Boeing 737 4S3SF;1
09/12/2020;0;Boeing;Swiftair;737 476SF;1
09/12/2020;0;Boeing;Swiftair;737 4Y0SF;924
09/12/2020;0;Boeing;Titan Airways;737-436(SF);1
09/12/2020;0;Boeing Aircraft Company;Asl Airlines Belgium;Boeing 737-490F;1
09/12/2020;0;Boeing Commercial Airplane Group;False;737-400;1
09/12/2020;0;Boeing Company;Dhl Air;BOEING 757-236;111
09/12/2020;0;Boeing Company;European Air Transport Leipzig Gmbh - Germany;Boeing 757-223;1
09/12/2020;0;False;Ace Belgium Freighters;Boeing 747-412(BCF);1
09/12/2020;0;False;False;False;131163
09/12/2020;0;False;Virgin Atlantic Airways;Boeing 787-9;1
09/12/2020;0;Reims Aviation Sa;False;REIMS CESSNA F406 Caravan Ii;1
09/12/2020;1;Boeing;Asl Airlines France S.a. - France;Boeing 737-48E (SF);1
09/12/2020;1;Boeing;Etihad Airways;Boeing 777 FFX;1
09/12/2020;1;Boeing;False;Boeing 737 4S3SF;1
09/12/2020;1;Boeing;Swiftair;737 4Y0SF;1
09/12/2020;1;Boeing;Swiftair;Boeing 737 4Q8SF;1
09/12/2020;1;Boeing;Titan Airways;737-436(SF);1
09/12/2020;1;Boeing Aircraft Company;Asl Airlines Belgium;Boeing 737-490F;1
09/12/2020;1;Boeing Company;Dhl Air;BOEING 757-236;108
09/12/2020;1;False;False;False;118153
09/12/2020;1;Reims Aviation Sa;False;REIMS CESSNA F406 Caravan Ii;1
09/12/2020;1;Saab-fairchild;False;340 A;1
09/12/2020;1;Swearingen;Flightline;Swearingen Metro III;1
09/12/2020;10;Aerospatiale;False;Twin Squirrel AS.355 N;1
09/12/2020;10;Agusta-bell;False;AB.206B Jet Ranger II;1
